order_id,customer_id,order_date,category,payment_method,delivery_method,order_value,discount_pct,size_mismatch_risk,signup_date,returned,cust_prior_orders,cust_prior_returns,cust_prior_return_rate,cust_prior_return_rate_smoothed,cust_prior_avg_order_value,days_since_prev_order,account_age_days,cat_prior_orders,cat_prior_returns,cat_prior_return_rate,order_value_vs_cust_avg
24056,2,2025-12-29,electronics,cod,standard,4039.65,0.025,0,2023-08-06,0,7,0.0,0.0,0.08333333333333333,4290.9685714285715,144.0,876,9621,128.0,0.013498079119509915,0.9414308058320499
11193,3,2024-01-02,footwear,card,standard,2958.92,0.059,0,2023-04-28,1,0,0.0,0.0,0.2,1474.665,9999.0,249,19,14.0,0.5517241379310345,2.00650317190684
21368,3,2024-04-02,electronics,upi,standard,4844.61,0.109,0,2023-04-28,0,1,1.0,1.0,0.3333333333333333,2958.92,91.0,340,1186,357.0,0.3001672240802676,1.6372899571465263
52241,3,2024-04-14,beauty,card,standard,401.92,0.288,0,2023-04-28,0,2,1.0,0.5,0.2857142857142857,3901.765,12.0,352,835,608.0,0.7218934911242604,0.10300979172246408
18603,3,2024-07-06,accessories,cod,express,759.55,0.045,0,2023-04-28,0,3,1.0,0.3333333333333333,0.25,2735.1499999999996,83.0,435,1623,2221.0,1.361298224127373,0.27769957771968634
42141,3,2024-09-07,electronics,upi,standard,8388.56,0.318,0,2023-04-28,0,4,1.0,0.25,0.2222222222222222,2241.25,63.0,498,3322,3454.0,1.0372148859543817,3.742804238706079
45271,3,2024-09-10,apparel,upi,standard,580.19,0.225,0,2023-04-28,0,5,1.0,0.2,0.2,3470.7119999999995,3.0,501,5752,3500.0,0.6077750780978827,0.1671674284700085
975,3,2025-10-30,home,cod,standard,3588.85,0.131,0,2023-04-28,0,6,1.0,0.16666666666666666,0.18181818181818182,2988.9583333333335,415.0,916,7581,497.0,0.06573573969174022,1.2007025859064613
43654,3,2025-12-14,apparel,card,standard,583.43,0.498,0,2023-04-28,0,7,1.0,0.14285714285714285,0.16666666666666666,3074.657142857143,45.0,961,16455,31.0,0.0020042514424536894,0.18975449062845565
35034,4,2024-03-17,electronics,card,standard,4805.25,0.237,0,2023-05-10,0,0,0.0,0.0,0.2,1474.665,9999.0,312,987,50.0,0.05215646940822467,3.258536684602944
43258,4,2024-05-06,home,upi,standard,2229.48,0.11,0,2023-05-10,1,1,0.0,0.0,0.16666666666666666,4805.25,50.0,362,1448,1009.0,0.6934156378600823,0.4639675355080381
32679,4,2024-05-18,books,upi,standard,305.73,0.194,0,2023-05-10,0,2,1.0,0.5,0.2857142857142857,3517.365,12.0,374,601,1236.0,2.0261865793780687,0.08692018030542752
33286,4,2024-06-28,electronics,cod,express,2668.55,0.11,0,2023-05-10,0,3,1.0,0.3333333333333333,0.25,2446.82,41.0,415,2278,2043.0,0.8937937062937062,1.0906196614381114
22268,4,2024-09-18,home,cod,standard,2023.62,0.23,0,2023-05-10,0,4,1.0,0.25,0.2222222222222222,2502.2525,82.0,497,2942,3668.0,1.2432249322493225,0.8087193438711721
17362,4,2025-04-15,apparel,netbanking,standard,2138.86,0.403,0,2023-05-10,0,5,1.0,0.2,0.2,2406.5260000000003,209.0,706,10903,825.0,0.07578117841106936,0.8887749394770719
21481,4,2025-10-28,toys,upi,standard,1904.08,0.26,0,2023-05-10,0,6,1.0,0.16666666666666666,0.18181818181818182,2361.915,196.0,902,1624,485.0,0.29804161566707466,0.8061594087848207
26440,4,2025-11-19,electronics,card,standard,17369.96,0.177,0,2023-05-10,0,7,1.0,0.14285714285714285,0.16666666666666666,2296.5099999999998,22.0,924,9069,663.0,0.07324595219737856,7.563633513461731
23477,5,2024-01-09,accessories,cod,standard,492.62,0.279,0,2023-09-07,0,0,0.0,0.0,0.2,1474.665,9999.0,124,63,72.0,1.0136986301369864,0.3340555312562514
34768,5,2024-02-19,accessories,card,standard,559.53,0.469,0,2023-09-07,0,1,0.0,0.0,0.16666666666666666,492.62,41.0,165,413,416.0,0.9881796690307328,1.13582477365921
50812,5,2024-03-07,books,upi,standard,191.13,0.178,0,2023-09-07,0,2,0.0,0.0,0.14285714285714285,526.075,17.0,182,291,572.0,1.9069767441860466,0.3633132157962267
51824,5,2024-09-25,beauty,upi,standard,1035.67,0.391,0,2023-09-07,0,3,0.0,0.0,0.125,414.4266666666667,202.0,384,2167,3825.0,1.7579237482774461,2.499042854385175
5392,5,2025-07-18,home,cod,standard,3147.16,0.46,0,2023-09-07,1,4,0.0,0.0,0.1111111111111111,569.7375,296.0,680,6419,1164.0,0.18136568673199566,5.523877224160249
30443,5,2025-09-03,apparel,cod,standard,955.41,0.157,0,2023-09-07,1,5,1.0,0.2,0.2,1085.222,47.0,727,14137,40.0,0.0029688273132112814,0.880382078505596
7638,5,2025-10-13,beauty,cod,express,262.74,0.251,0,2023-09-07,0,6,2.0,0.3333333333333333,0.2727272727272727,1063.5866666666666,40.0,767,5296,339.0,0.06426686769694685,0.24703205505898285
25219,5,2025-12-23,home,cod,express,1529.75,0.391,0,2023-09-07,0,7,2.0,0.2857142857142857,0.25,949.18,71.0,838,8233,86.0,0.01067572485745481,1.611654270001475
32462,6,2024-02-12,accessories,cod,standard,623.64,0.41,0,2023-05-20,1,0,0.0,0.0,0.2,1474.665,9999.0,268,344,346.0,0.9830508474576272,0.42290282877806146
47187,6,2024-06-18,home,upi,standard,1636.54,0.179,0,2023-05-20,0,1,1.0,1.0,0.3333333333333333,623.64,127.0,395,1933,1851.0,0.9536798764796706,2.6241742030658712
58731,6,2024-07-03,footwear,cod,express,2968.85,0.504,0,2023-05-20,1,2,1.0,0.5,0.2857142857142857,1130.09,15.0,410,2120,2158.0,1.0140845070422535,2.627091647567893
35994,6,2024-07-10,apparel,netbanking,standard,1074.58,0.417,0,2023-05-20,0,3,2.0,0.6666666666666666,0.375,1743.01,7.0,417,4338,2299.0,0.5292088316467342,0.6165082242786902
15225,6,2024-08-09,accessories,upi,standard,634.53,0.465,0,2023-05-20,0,4,2.0,0.5,0.3333333333333333,1575.9025,30.0,447,1908,2898.0,1.5119916579770594,0.40264546823169584
27552,6,2024-09-23,home,netbanking,standard,1421.46,0.253,0,2023-05-20,0,5,2.0,0.4,0.3,1387.628,45.0,492,3002,3777.0,1.25464807436919,1.0243811742051905
24316,6,2024-12-16,beauty,card,express,1370.82,0.303,0,2023-05-20,0,6,2.0,0.3333333333333333,0.2727272727272727,1393.2666666666667,84.0,576,2832,395.0,0.13969035890218157,0.9838891813005407
48502,6,2025-04-26,apparel,wallet,standard,997.52,0.169,0,2023-05-20,1,7,2.0,0.2857142857142857,0.25,1390.06,131.0,707,11135,942.0,0.08470165993719156,0.7176093118282664
7404,6,2025-06-15,electronics,upi,standard,4703.36,0.38,0,2023-05-20,0,8,3.0,0.375,0.3076923076923077,1340.9924999999998,50.0,757,7037,537.0,0.07648644813395772,3.5073723380257533
1901,7,2024-06-16,apparel,cod,standard,1835.4,0.413,0,2022-12-06,1,0,0.0,0.0,0.2,1474.665,9999.0,558,3823,1821.0,0.4756065744847378,1.2446216598346065
43627,7,2024-10-04,books,card,standard,723.18,0.245,0,2022-12-06,0,1,1.0,1.0,0.3333333333333333,1835.4,110.0,668,1182,3984.0,3.3439597315436242,0.39401765282772144
36042,7,2025-04-23,electronics,card,express,6126.48,0.242,0,2022-12-06,0,2,1.0,0.5,0.2857142857142857,1279.29,201.0,869,6355,911.0,0.1434406912804399,4.788968881176277
46303,7,2025-06-18,apparel,card,standard,1835.88,0.201,1,2022-12-06,1,3,1.0,0.3333333333333333,0.25,2895.02,56.0,925,12389,591.0,0.047826437615936766,0.6341510594054618
15068,7,2025-08-06,electronics,cod,standard,5428.0,0.244,0,2022-12-06,0,4,2.0,0.5,0.3333333333333333,2630.2349999999997,49.0,974,7723,1467.0,0.1899650847019268,2.06369392848928
14471,8,2024-01-02,footwear,upi,standard,3512.49,0.278,0,2023-07-10,0,0,0.0,0.0,0.2,1474.665,9999.0,176,20,14.0,0.5333333333333333,2.381890124197699
39522,8,2024-01-11,apparel,card,standard,1713.73,0.223,1,2023-07-10,0,1,0.0,0.0,0.16666666666666666,3512.49,9.0,185,264,90.0,0.3357664233576642,0.4878960509496113
20109,8,2024-09-28,footwear,card,standard,727.68,0.479,0,2023-07-10,1,2,0.0,0.0,0.14285714285714285,2613.1099999999997,261.0,446,3080,3875.0,1.2546925566343041,0.27847277764808986
47748,8,2024-10-14,footwear,upi,standard,3312.28,0.292,0,2023-07-10,0,3,1.0,0.3333333333333333,0.25,1984.6333333333332,16.0,462,3239,51.0,0.01631271160357033,1.6689632005912094
9545,8,2024-12-19,accessories,netbanking,standard,680.53,0.261,0,2023-07-10,0,4,1.0,0.25,0.2222222222222222,2316.545,66.0,528,2985,0.0,0.000667779632721202,0.29376938501086747
50334,8,2025-05-14,beauty,card,express,219.31,0.196,0,2023-07-10,0,5,1.0,0.2,0.2,1989.3419999999999,146.0,674,4078,1136.0,0.27837573385518594,0.11024248218757761
57054,8,2025-06-04,electronics,wallet,standard,14712.17,0.263,0,2023-07-10,0,6,1.0,0.16666666666666666,0.18181818181818182,1694.3366666666668,21.0,695,6901,327.0,0.04760526696570684,8.683144436072327
6293,8,2025-06-07,apparel,wallet,standard,737.0,0.319,1,2023-07-10,0,7,1.0,0.14285714285714285,0.16666666666666666,3554.027142857143,3.0,698,12126,367.0,0.030405405405405407,0.20737039149552278
39316,9,2025-06-07,electronics,card,standard,11957.8,0.193,0,2022-12-07,0,0,0.0,0.0,0.2,1474.665,9999.0,913,6941,368.0,0.05322975111494749,8.108824716121966
24094,9,2025-09-07,home,upi,standard,338.73,0.104,0,2022-12-07,0,1,0.0,0.0,0.16666666666666666,11957.8,92.0,1005,6966,58.0,0.008600917431192661,0.028327117028215897
1844,10,2024-01-07,accessories,cod,express,1026.81,0.158,0,2023-10-30,0,0,0.0,0.0,0.2,1474.665,9999.0,69,51,62.0,1.0491803278688525,0.6963005157103478
45657,10,2024-02-14,home,card,standard,1930.94,0.172,0,2023-10-30,0,1,0.0,0.0,0.16666666666666666,1026.81,38.0,107,530,374.0,0.6962962962962963,1.880523173712761
56665,10,2024-09-11,electronics,upi,standard,3960.48,0.223,0,2023-10-30,0,2,0.0,0.0,0.14285714285714285,1478.875,210.0,317,3364,3514.0,1.042086544161233,2.678035669005156
38322,10,2025-09-22,accessories,cod,standard,1545.56,0.199,0,2023-10-30,0,3,0.0,0.0,0.125,2306.0766666666664,376.0,693,5265,170.0,0.032606635071090045,0.6702118894572745
13008,10,2025-10-25,footwear,upi,standard,2053.12,0.209,0,2023-10-30,1,4,0.0,0.0,0.1111111111111111,2115.9475,33.0,726,7561,461.0,0.06115440496631885,0.9703076281429476
13558,11,2024-03-08,apparel,cod,standard,592.31,0.14,1,2023-12-10,0,0,0.0,0.0,0.2,1474.665,9999.0,89,1510,579.0,0.38223684210526315,0.4016573255620768
15075,11,2024-04-10,apparel,upi,standard,1180.07,0.098,0,2023-12-10,0,1,0.0,0.0,0.16666666666666666,592.31,33.0,122,2304,534.0,0.23163353500432152,1.9923182117472271
58890,11,2024-09-13,apparel,cod,standard,521.1,0.159,0,2023-12-10,0,2,0.0,0.0,0.14285714285714285,886.1899999999999,156.0,278,5824,3568.0,0.6119300651354131,0.5880228844830117
42901,11,2024-09-15,accessories,upi,standard,1855.84,0.139,0,2023-12-10,0,3,0.0,0.0,0.125,764.4933333333333,2.0,280,2215,3600.0,1.618876404494382,2.4275424246123793
54455,11,2025-01-11,beauty,cod,standard,3275.81,0.229,0,2023-12-10,0,4,0.0,0.0,0.1111111111111111,1037.33,118.0,398,3077,67.0,0.022351797862001945,3.1579246719944476
30768,11,2025-02-10,apparel,upi,express,1051.56,0.654,0,2023-12-10,0,5,0.0,0.0,0.1,1485.0259999999998,30.0,428,9349,163.0,0.017630088684688534,0.7081088142564508
47560,11,2025-04-01,books,netbanking,standard,759.8,0.14,0,2023-12-10,0,6,0.0,0.0,0.09090909090909091,1412.7816666666665,50.0,478,1906,661.0,0.34603340292275575,0.537804260861256
49872,11,2025-05-15,apparel,upi,standard,357.48,0.301,1,2023-12-10,0,7,0.0,0.0,0.08333333333333333,1319.4985714285715,44.0,522,11584,1147.0,0.09910298430222529,0.27092109665035097
56596,11,2025-06-09,footwear,netbanking,standard,1366.11,0.333,0,2023-12-10,0,8,0.0,0.0,0.07692307692307693,1199.24625,25.0,547,5999,402.0,0.0672324846064237,1.1391405226407838
9313,11,2025-11-16,apparel,card,standard,3413.66,0.238,0,2023-12-10,0,9,0.0,0.0,0.07142857142857142,1217.7866666666666,160.0,707,15784,644.0,0.04090160820564771,2.8031674951277727
46513,12,2024-01-19,electronics,card,standard,5931.43,0.129,0,2023-10-27,0,0,0.0,0.0,0.2,1474.665,9999.0,84,249,146.0,0.5714285714285714,4.022221996182184
44453,12,2024-05-18,accessories,upi,standard,589.55,0.15,0,2023-10-27,0,1,0.0,0.0,0.16666666666666666,5931.43,120.0,204,1179,1234.0,1.039529015979815,0.09939424388385262
20173,12,2024-05-20,footwear,cod,standard,2647.14,0.196,1,2023-10-27,1,2,0.0,0.0,0.14285714285714285,3260.4900000000002,2.0,206,1572,1279.0,0.8097345132743363,0.8118841033096251
54291,12,2024-06-23,home,card,express,5851.7,0.274,0,2023-10-27,0,3,1.0,0.3333333333333333,0.25,3056.0399999999995,34.0,240,1979,1944.0,0.9783810960281548,1.9147982356251885
33938,12,2024-09-17,electronics,upi,standard,4668.44,0.309,0,2023-10-27,0,4,1.0,0.25,0.2222222222222222,3754.955,86.0,326,3445,3649.0,1.0567293777134588,1.2432745532236738
20089,12,2024-10-07,apparel,wallet,standard,2691.78,0.179,0,2023-10-27,0,5,1.0,0.2,0.2,3937.6519999999996,20.0,346,6413,7.0,0.0014012143858010276,0.6836002775257947
39501,12,2024-12-12,apparel,card,express,1120.16,0.607,1,2023-10-27,0,6,1.0,0.16666666666666666,0.18181818181818182,3730.0066666666667,66.0,412,7949,364.0,0.04598567659253675,0.30031045520919536
14360,12,2024-12-16,footwear,cod,standard,2017.68,0.338,0,2023-10-27,0,7,1.0,0.14285714285714285,0.16666666666666666,3357.171428571429,4.0,416,3965,395.0,0.09987421383647799,0.6010059488855414
23270,12,2025-09-21,accessories,cod,standard,3397.72,0.532,0,2023-10-27,0,8,1.0,0.125,0.15384615384615385,3189.735,279.0,695,5261,169.0,0.032441661923733635,1.065204476233919
55639,13,2024-06-02,apparel,wallet,standard,767.11,0.065,0,2023-05-11,1,0,0.0,0.0,0.2,1474.665,9999.0,388,3481,1516.0,0.4348324262389,0.5201927217368013
27751,13,2024-07-08,home,cod,standard,4546.23,0.326,0,2023-05-11,0,1,1.0,1.0,0.3333333333333333,767.11,36.0,424,2135,2252.0,1.0508158508158507,5.926438190090078
626,13,2025-01-12,electronics,cod,standard,817.11,0.253,0,2023-05-11,1,2,1.0,0.5,0.2857142857142857,2656.6699999999996,188.0,612,4992,68.0,0.013994402239104359,0.3075692502267877
20154,13,2025-03-12,electronics,cod,standard,1311.6,0.297,0,2023-05-11,0,3,2.0,0.6666666666666666,0.375,2043.483333333333,59.0,671,5793,466.0,0.08064794072031707,0.6418452152778346
796,14,2024-04-18,apparel,card,express,1124.79,0.453,0,2023-05-11,0,0,0.0,0.0,0.2,1474.665,9999.0,343,2460,671.0,0.27246963562753035,0.7627427246188118
41980,14,2025-05-13,apparel,upi,standard,1085.44,0.171,0,2023-05-11,0,1,0.0,0.0,0.16666666666666666,1124.79,390.0,733,11537,1130.0,0.09803412141681822,0.9650156918180284
24594,14,2025-11-16,home,upi,standard,1871.07,0.103,0,2023-05-11,0,2,0.0,0.0,0.14285714285714285,1105.115,187.0,920,7777,644.0,0.08295877744959548,1.6930998131416186
43858,15,2024-02-26,footwear,wallet,standard,2259.7,0.187,0,2023-07-19,0,0,0.0,0.0,0.2,1474.665,9999.0,222,651,480.0,0.7291981845688351,1.5323480248056338
12917,15,2024-04-20,beauty,cod,standard,515.9,0.107,0,2023-07-19,0,1,0.0,0.0,0.16666666666666666,2259.7,54.0,276,883,723.0,0.8118701007838746,0.22830464220914282
27804,15,2024-05-12,home,cod,standard,2336.82,0.164,0,2023-07-19,0,2,0.0,0.0,0.14285714285714285,1387.8,22.0,298,1514,1130.0,0.7427821522309711,1.6838305231301343
20926,15,2024-11-26,home,upi,standard,1678.98,0.194,0,2023-07-19,0,3,0.0,0.0,0.125,1704.14,198.0,496,3713,272.0,0.0735965619124362,0.9852359547924466
3607,15,2025-06-12,electronics,card,standard,6344.34,0.055,0,2023-07-19,0,4,0.0,0.0,0.1111111111111111,1697.85,198.0,694,7002,463.0,0.06631488876212208,3.73669052036399
46335,15,2025-07-04,beauty,card,standard,624.67,0.231,0,2023-07-19,0,5,0.0,0.0,0.1,2627.148,22.0,716,4494,897.0,0.19960035523978686,0.23777495595984693
24852,16,2024-01-24,accessories,card,standard,1274.17,0.208,0,2023-11-01,0,0,0.0,0.0,0.2,1474.665,9999.0,84,196,190.0,0.9320388349514563,0.8640403074596604
12535,16,2024-01-26,footwear,card,express,1306.47,0.345,1,2023-11-01,0,1,0.0,0.0,0.16666666666666666,1274.17,2.0,86,277,205.0,0.7212543554006968,1.0253498355792399
52864,16,2024-02-02,home,netbanking,standard,2820.49,0.255,0,2023-11-01,0,2,0.0,0.0,0.14285714285714285,1290.3200000000002,7.0,93,383,262.0,0.6717557251908397,2.185884121768243
37256,16,2024-09-11,books,netbanking,standard,1029.87,0.155,0,2023-11-01,0,3,0.0,0.0,0.125,1800.3766666666668,222.0,315,1092,3533.0,3.207803992740472,0.5720302973636997
50381,16,2024-09-19,apparel,card,standard,1258.64,0.482,0,2023-11-01,1,4,0.0,0.0,0.1111111111111111,1607.75,8.0,323,5974,3689.0,0.6168114973262032,0.7828580314103561
1834,16,2024-12-06,home,upi,standard,3653.4,0.284,0,2023-11-01,0,5,1.0,0.2,0.2,1537.928,78.0,401,3827,341.0,0.08939275475632004,2.3755338351340245
19971,16,2024-12-10,home,card,standard,2430.64,0.439,0,2023-11-01,1,6,1.0,0.16666666666666666,0.18181818181818182,1890.506666666667,4.0,405,3864,354.0,0.09189468249870934,1.28570824047169
50714,16,2025-01-01,accessories,wallet,standard,894.24,0.098,0,2023-11-01,0,7,2.0,0.2857142857142857,0.25,1967.6685714285716,22.0,427,3092,36.0,0.012250161186331399,0.4544667801197646
57847,16,2025-04-24,home,upi,standard,3956.28,0.213,0,2023-11-01,0,8,2.0,0.25,0.23076923076923078,1833.49,113.0,540,5454,928.0,0.17020497803806736,2.1577865164249603
51024,16,2025-05-29,electronics,cod,standard,5712.13,0.101,0,2023-11-01,0,9,2.0,0.2222222222222222,0.21428571428571427,2069.355555555556,35.0,575,6834,221.0,0.03258328462887201,2.7603424576626105
8160,16,2025-06-03,home,cod,standard,1547.6,0.144,0,2023-11-01,0,10,2.0,0.2,0.2,2433.6330000000003,5.0,580,5929,301.0,0.051018690015154064,0.6359216858088297
23824,17,2024-04-13,footwear,upi,standard,219.04,0.173,0,2023-09-24,0,0,0.0,0.0,0.2,1474.665,9999.0,202,1186,594.0,0.4983277591973244,0.1485354300807302
28897,17,2024-05-30,books,card,standard,842.88,0.31,0,2023-09-24,0,1,0.0,0.0,0.16666666666666666,219.04,47.0,249,647,1482.0,2.258751902587519,3.848064280496713
13017,17,2024-06-16,apparel,upi,standard,1453.53,0.179,0,2023-09-24,0,2,0.0,0.0,0.14285714285714285,530.96,17.0,266,3825,1823.0,0.4758800521512386,2.7375508512882325
8049,17,2025-02-11,electronics,cod,standard,4263.22,0.268,0,2023-09-24,0,3,0.0,0.0,0.125,838.4833333333332,240.0,506,5394,184.0,0.03441894892672095,5.084442147528276
57395,17,2025-04-17,apparel,netbanking,standard,931.26,0.12,0,2023-09-24,0,4,0.0,0.0,0.1111111111111111,1694.6675,65.0,571,10937,842.0,0.07709874851557505,0.5495237266307402
33140,17,2025-05-20,footwear,cod,standard,2348.22,0.138,0,2023-09-24,0,5,0.0,0.0,0.1,1541.986,33.0,604,5767,8.0,0.0017310022503029255,1.5228542930999371
36837,17,2025-10-01,apparel,cod,express,1337.45,0.196,0,2023-09-24,1,6,0.0,0.0,0.09090909090909091,1676.3583333333333,134.0,738,14741,251.0,0.01715137956748695,0.7978306149739266
42482,18,2024-07-21,apparel,cod,standard,736.04,0.211,0,2023-06-03,0,0,0.0,0.0,0.2,1474.665,9999.0,414,4615,2533.0,0.5481081081081081,0.49912352975082475
14774,18,2024-11-28,footwear,upi,standard,2109.75,0.228,0,2023-06-03,0,1,0.0,0.0,0.16666666666666666,736.04,130.0,544,3742,289.0,0.07755863539445629,2.8663523721536874
16693,18,2025-02-07,apparel,netbanking,standard,2402.79,0.159,0,2023-06-03,0,2,0.0,0.0,0.14285714285714285,1422.895,71.0,615,9272,131.0,0.014328808446455505,1.688662902041261
58515,18,2025-04-12,beauty,upi,standard,384.61,0.255,1,2023-06-03,0,3,0.0,0.0,0.125,1749.5266666666666,64.0,679,3815,782.0,0.2049673202614379,0.21983660342416425
24116,18,2025-06-30,electronics,wallet,standard,9740.76,0.074,0,2023-06-03,0,4,0.0,0.0,0.1111111111111111,1408.2975,79.0,758,7224,807.0,0.11183301078241636,6.916691963168295
13856,19,2024-07-08,electronics,cod,standard,3803.69,0.464,0,2023-10-17,1,0,0.0,0.0,0.2,1474.665,9999.0,265,2434,2259.0,0.9251227495908347,2.5793587018068513
7087,19,2024-08-30,beauty,wallet,standard,1306.87,0.06,0,2023-10-17,0,1,1.0,1.0,0.3333333333333333,3803.69,53.0,318,1959,3300.0,1.6769933976637887,0.34357952409370895
11367,19,2024-09-26,electronics,upi,standard,8980.26,0.13,0,2023-10-17,0,2,1.0,0.5,0.2857142857142857,2555.2799999999997,27.0,345,3578,3842.0,1.0713489409141583,3.514393725932188
5378,19,2024-10-16,home,card,express,2406.17,0.36,0,2023-10-17,0,3,1.0,0.3333333333333333,0.25,4696.94,20.0,365,3240,56.0,0.017846153846153845,0.5122845937993673
38084,19,2025-01-02,electronics,card,standard,8036.34,0.388,0,2023-10-17,0,4,1.0,0.25,0.2222222222222222,4124.2474999999995,78.0,443,4854,39.0,0.008429276315789474,1.9485591007814156
33452,19,2025-05-31,toys,cod,standard,2472.36,0.179,0,2023-10-17,0,5,1.0,0.2,0.2,4906.666,149.0,592,1275,244.0,0.19143968871595332,0.5038777858529601
1444,19,2025-06-10,beauty,upi,standard,511.17,0.209,0,2023-10-17,1,6,1.0,0.16666666666666666,0.18181818181818182,4500.948333333333,10.0,602,4295,423.0,0.09872241579558652,0.11356939963392901
3216,19,2025-11-15,apparel,cod,standard,2040.35,0.469,1,2023-10-17,1,7,2.0,0.2857142857142857,0.25,3930.98,158.0,760,15774,637.0,0.040484034465281295,0.5190435972709095
53055,19,2025-12-09,apparel,upi,standard,1878.88,0.582,0,2023-10-17,1,8,3.0,0.375,0.3076923076923077,3694.65125,24.0,784,16346,0.0,0.00012227928588897041,0.5085405557561082
20476,19,2025-12-17,accessories,cod,standard,465.55,0.098,0,2023-10-17,1,9,4.0,0.4444444444444444,0.35714285714285715,3492.898888888889,8.0,792,5962,43.0,0.00753516409912927,0.13328470557248054
8522,19,2025-12-24,apparel,card,express,1119.67,0.231,0,2023-10-17,0,10,5.0,0.5,0.4,3190.1639999999998,7.0,799,16663,95.0,0.005817789240088766,0.3509756865164299
9194,20,2024-06-30,beauty,upi,express,880.17,0.337,0,2023-05-13,0,0,0.0,0.0,0.2,1474.665,9999.0,414,1472,2094.0,1.4143049932523617,0.5968609819857391
28139,20,2024-12-09,footwear,netbanking,express,3780.69,0.22,0,2023-05-13,0,1,0.0,0.0,0.16666666666666666,880.17,162.0,576,3885,353.0,0.09114249037227215,4.295408841473806
21424,20,2025-03-07,home,netbanking,standard,2363.95,0.1,0,2023-05-13,0,2,0.0,0.0,0.14285714285714285,2330.43,88.0,664,4845,423.0,0.08753861997940268,1.0143836116081582
2448,20,2025-03-14,toys,upi,standard,3072.85,0.584,0,2023-05-13,1,3,0.0,0.0,0.125,2341.603333333333,7.0,671,1071,483.0,0.4486586493987049,1.3122846027152337
49912,20,2025-06-14,apparel,netbanking,standard,882.29,0.166,0,2023-05-13,1,4,1.0,0.25,0.2222222222222222,2524.415,92.0,763,12306,520.0,0.042383890873660277,0.3495027560840828
50143,20,2025-09-01,home,wallet,standard,2532.68,0.094,0,2023-05-13,0,5,2.0,0.4,0.3,2195.9900000000002,79.0,842,6890,13.0,0.002173913043478261,1.15332037031134
19151,20,2025-12-18,accessories,cod,standard,730.26,0.162,0,2023-05-13,0,6,2.0,0.3333333333333333,0.2727272727272727,2252.105,108.0,950,5980,55.0,0.009515859766277128,0.32425663989911657
