order_id,customer_id,order_date,category,payment_method,delivery_method,order_value,discount_pct,size_mismatch_risk,signup_date,returned
7898,2902,2024-01-03,apparel,cod,standard,843.46,0.302,0,2023-02-21,1
11564,7343,2024-01-03,home,netbanking,standard,2249.66,0.068,0,2023-06-02,0
31349,6379,2024-01-03,apparel,upi,standard,1283.7,0.219,0,2023-07-27,0
19374,1700,2024-01-03,beauty,upi,standard,761.64,0.073,0,2023-05-04,0
4133,270,2024-01-03,apparel,card,standard,721.85,0.35,1,2023-10-02,0
55182,1561,2024-01-03,footwear,cod,standard,1805.98,0.352,0,2023-07-27,0
20999,2615,2024-01-03,electronics,card,standard,6672.7,0.318,0,2022-11-30,0
45049,6776,2024-01-03,footwear,card,standard,5623.37,0.317,0,2023-07-31,0
3049,2543,2024-01-03,apparel,wallet,express,921.96,0.155,0,2023-10-14,0
44970,7662,2024-01-03,home,card,standard,1138.83,0.445,0,2023-06-07,0
3241,4975,2024-01-03,apparel,wallet,standard,4182.15,0.319,0,2023-05-27,0
4602,5480,2024-01-03,apparel,cod,express,883.56,0.097,0,2023-08-26,1
58419,4178,2024-01-03,apparel,upi,standard,803.76,0.085,0,2023-01-16,0
2959,5105,2024-01-03,apparel,cod,standard,1410.72,0.236,1,2023-07-27,0
452,3550,2024-01-03,electronics,wallet,standard,5887.6,0.257,0,2023-09-24,0
14580,3581,2024-01-03,apparel,cod,standard,2068.23,0.23,0,2023-03-15,0
39875,3030,2024-01-03,footwear,cod,standard,4531.34,0.387,0,2023-10-27,0
12124,3933,2024-01-03,footwear,upi,express,1461.25,0.191,0,2022-12-19,0
42442,5374,2024-01-03,accessories,upi,express,1542.73,0.449,0,2023-03-20,0
21924,45,2024-01-03,electronics,card,express,12084.28,0.1,0,2023-06-03,0
54847,3506,2024-01-03,apparel,netbanking,standard,2181.55,0.208,0,2023-01-08,1
28695,3517,2024-01-03,apparel,wallet,express,1370.79,0.258,0,2023-12-27,0
35077,4478,2024-01-03,electronics,cod,standard,5716.64,0.436,0,2023-12-11,0
11791,897,2024-01-03,accessories,cod,standard,728.1,0.325,0,2023-06-26,0
51999,1994,2024-01-03,home,netbanking,standard,1543.3,0.389,0,2022-11-28,0
27037,1272,2024-01-03,footwear,cod,standard,2098.9,0.612,1,2023-04-26,1
34952,1475,2024-01-03,apparel,upi,standard,2252.86,0.127,0,2023-10-09,0
25588,7328,2024-01-03,footwear,netbanking,standard,2340.12,0.115,0,2023-01-01,1
9893,2077,2024-01-03,accessories,netbanking,standard,855.06,0.408,0,2023-10-20,0
35113,1094,2024-01-03,accessories,netbanking,standard,625.12,0.145,0,2023-06-28,0
56597,1466,2024-01-03,apparel,cod,standard,1451.0,0.202,0,2023-03-07,0
31738,1744,2024-01-03,footwear,cod,standard,4798.22,0.075,0,2023-09-20,0
24145,4335,2024-01-03,home,upi,standard,6412.31,0.254,0,2022-12-13,0
7947,848,2024-01-03,beauty,cod,standard,350.32,0.208,0,2023-07-01,0
59304,1493,2024-01-03,books,cod,standard,679.4,0.015,0,2023-05-19,0
42176,1144,2024-01-03,footwear,card,express,5060.31,0.095,0,2023-01-30,0
16686,7140,2024-01-03,beauty,card,express,1607.22,0.208,0,2023-09-02,0
11404,7966,2024-01-03,home,netbanking,standard,2326.15,0.338,0,2023-08-28,0
5999,5441,2024-01-03,electronics,cod,standard,7206.77,0.103,0,2022-12-06,0
11377,4926,2024-01-03,beauty,wallet,express,1758.76,0.104,0,2023-01-08,0
24478,6505,2024-01-03,footwear,cod,standard,1721.63,0.189,0,2023-12-19,0
35423,2151,2024-01-03,apparel,card,standard,2102.73,0.068,0,2023-06-28,0
32062,3256,2024-01-03,toys,cod,standard,953.16,0.385,0,2023-03-17,0
17463,6027,2024-01-03,apparel,cod,standard,267.37,0.229,0,2023-02-21,0
2104,7399,2024-01-03,books,upi,express,331.65,0.221,0,2023-02-23,0
17391,2180,2024-01-03,accessories,wallet,express,5193.28,0.146,0,2023-02-19,0
2440,3107,2024-01-03,home,upi,express,1332.99,0.17,0,2023-05-03,0
7182,5139,2024-01-03,books,card,standard,225.34,0.373,0,2023-07-02,0
3766,1267,2024-01-03,accessories,upi,standard,385.77,0.124,0,2023-11-22,0
23234,7949,2024-01-03,apparel,cod,standard,1398.58,0.266,0,2023-12-15,1
5915,2649,2024-01-03,electronics,card,standard,19124.84,0.305,0,2023-10-17,0
39202,4868,2024-01-03,accessories,card,standard,628.1,0.288,0,2023-09-21,0
23177,6227,2024-01-03,apparel,cod,standard,1727.83,0.408,0,2023-07-21,0
32277,3093,2024-01-03,apparel,card,standard,1269.79,0.2,0,2023-11-05,0
17248,4914,2024-01-03,electronics,card,standard,2842.97,0.415,0,2023-05-22,0
20252,7394,2024-01-03,apparel,wallet,express,854.58,0.299,0,2023-08-04,0
28137,2574,2024-01-03,apparel,cod,standard,1296.63,0.117,0,2023-04-07,0
22651,2215,2024-01-03,footwear,upi,standard,1377.75,0.264,0,2023-04-10,0
40880,2273,2024-01-03,footwear,card,standard,1180.19,0.145,0,2023-03-04,0
20060,6622,2024-01-03,apparel,upi,express,1282.74,0.191,0,2023-07-31,0
24642,7906,2024-01-03,electronics,upi,standard,9809.86,0.182,0,2023-05-27,0
30255,7900,2024-01-03,apparel,cod,standard,1389.83,0.1,0,2023-12-12,1
5356,1916,2024-01-03,electronics,wallet,standard,5939.06,0.525,0,2023-12-28,0
58674,2215,2024-01-03,home,card,standard,2229.19,0.246,0,2023-04-10,0
24005,6821,2024-01-03,beauty,cod,standard,945.02,0.529,0,2022-12-27,0
22708,2731,2024-01-03,apparel,upi,standard,1956.44,0.241,0,2023-05-01,0
52856,1111,2024-01-03,apparel,card,express,824.36,0.024,0,2023-06-28,0
13549,5627,2024-01-03,books,upi,standard,420.38,0.22,0,2023-11-01,0
36218,4629,2024-01-03,home,upi,standard,5049.41,0.333,1,2023-05-27,0
58972,7683,2024-01-03,home,wallet,standard,1307.03,0.231,0,2023-08-20,0
22379,2148,2024-01-03,apparel,upi,standard,622.97,0.152,0,2023-06-29,1
41210,1655,2024-01-03,apparel,card,standard,513.65,0.535,0,2023-03-20,0
59132,6643,2024-01-03,apparel,upi,standard,5976.62,0.273,0,2023-02-25,1
8698,2987,2024-01-03,apparel,upi,standard,407.65,0.128,0,2023-09-01,0
46379,7010,2024-01-03,electronics,cod,express,4969.99,0.551,1,2023-11-15,1
38819,6862,2024-01-03,apparel,netbanking,express,1886.86,0.329,0,2023-10-31,0
54242,6368,2024-01-03,apparel,cod,standard,945.82,0.027,0,2023-08-26,0
11245,1645,2024-01-03,beauty,upi,standard,881.42,0.261,0,2023-10-23,1
15317,4221,2024-01-03,electronics,cod,express,8656.7,0.115,0,2023-08-31,0
59090,920,2024-01-03,footwear,card,standard,6534.69,0.226,0,2023-09-24,0
2405,1740,2024-01-03,electronics,netbanking,standard,2247.31,0.118,0,2023-12-08,0
2385,2918,2024-01-03,apparel,cod,express,640.34,0.051,0,2023-03-30,0
23850,4354,2024-01-03,apparel,cod,standard,2541.27,0.21,0,2022-12-23,1
37438,7713,2024-01-03,apparel,cod,standard,1144.66,0.415,0,2023-05-24,1
30469,3387,2024-01-03,apparel,upi,express,2069.63,0.5,0,2023-03-30,1
54225,2483,2024-01-03,accessories,card,standard,559.23,0.237,0,2023-11-25,1
38646,381,2024-01-03,apparel,upi,standard,1134.56,0.119,0,2023-07-11,0
5586,6033,2024-01-04,apparel,cod,standard,2137.79,0.37,1,2023-10-13,0
48487,5486,2024-01-04,footwear,cod,standard,2823.14,0.33,0,2023-05-01,1
10076,1560,2024-01-04,apparel,upi,standard,1017.18,0.343,0,2023-10-04,1
49879,2314,2024-01-04,footwear,netbanking,standard,501.07,0.515,0,2023-01-22,0
52036,7479,2024-01-04,home,card,standard,3590.31,0.123,0,2023-02-15,0
11252,3157,2024-01-04,apparel,upi,standard,713.56,0.383,0,2023-05-13,1
4663,5261,2024-01-04,beauty,cod,standard,978.98,0.034,0,2023-10-22,0
28289,5218,2024-01-04,apparel,card,standard,693.38,0.279,1,2023-06-17,0
11277,5336,2024-01-04,electronics,upi,standard,2593.76,0.228,0,2022-12-02,0
22305,6685,2024-01-04,electronics,cod,standard,6015.75,0.475,0,2023-09-07,0
57822,3741,2024-01-04,apparel,cod,standard,660.45,0.418,0,2023-08-19,0
49986,1397,2024-01-04,accessories,upi,standard,334.32,0.431,0,2023-06-25,0
391,4244,2024-01-04,electronics,netbanking,standard,3839.28,0.347,1,2022-12-05,0
20139,6051,2024-01-04,accessories,cod,standard,3706.38,0.079,0,2023-12-23,0
30547,4105,2024-01-04,apparel,cod,standard,1226.54,0.293,0,2022-12-17,1
51538,4999,2024-01-04,electronics,card,standard,6427.29,0.382,0,2023-12-06,0
317,7063,2024-01-04,footwear,wallet,standard,591.18,0.152,0,2023-05-15,0
32478,3260,2024-01-04,home,netbanking,express,1802.98,0.505,0,2023-12-21,1
24721,6696,2024-01-04,apparel,upi,standard,1243.53,0.62,0,2022-12-02,0
48689,5234,2024-01-04,apparel,netbanking,standard,596.68,0.129,1,2023-07-05,1
58650,3255,2024-01-04,electronics,upi,standard,20109.0,0.184,0,2022-12-21,0
39627,5260,2024-01-04,apparel,upi,standard,808.96,0.249,0,2023-07-04,1
5364,4646,2024-01-04,accessories,card,standard,660.27,0.411,0,2023-09-12,0
50445,4489,2024-01-04,electronics,card,express,6542.98,0.18,0,2023-05-20,0
33908,3389,2024-01-04,apparel,card,express,1881.57,0.278,0,2022-12-30,1
39630,1808,2024-01-04,footwear,card,standard,1866.71,0.255,0,2023-06-22,0
39698,4943,2024-01-04,beauty,card,express,860.26,0.261,0,2023-05-27,0
59198,3024,2024-01-04,footwear,cod,standard,2935.83,0.369,0,2023-06-19,0
35607,5428,2024-01-04,apparel,upi,standard,2938.07,0.153,0,2023-02-28,0
59473,3886,2024-01-04,footwear,upi,standard,1341.01,0.448,0,2023-06-14,0
17306,4095,2024-01-04,books,card,express,294.76,0.336,0,2023-01-31,0
36086,3747,2024-01-04,home,upi,standard,2920.42,0.284,0,2023-03-06,0
35372,1218,2024-01-04,footwear,cod,standard,5250.44,0.257,1,2022-12-26,0
57464,7888,2024-01-04,electronics,card,standard,4876.88,0.375,0,2023-06-20,0
57463,680,2024-01-04,accessories,upi,standard,790.15,0.175,0,2023-05-10,0
58243,6577,2024-01-04,apparel,card,standard,648.38,0.497,1,2023-07-08,1
41408,6451,2024-01-04,accessories,upi,express,1376.19,0.28,0,2023-08-29,0
28078,6544,2024-01-04,books,upi,standard,958.79,0.173,0,2023-06-22,0
8843,4280,2024-01-04,electronics,cod,express,3623.47,0.268,0,2023-02-08,1
42243,1910,2024-01-04,footwear,cod,standard,1568.92,0.405,0,2023-03-05,1
2183,4278,2024-01-04,books,upi,standard,474.91,0.517,0,2023-07-12,0
42222,2586,2024-01-04,books,netbanking,standard,461.08,0.254,0,2023-07-07,0
2208,4276,2024-01-04,apparel,card,standard,2855.33,0.01,0,2023-09-24,0
50022,6059,2024-01-04,home,upi,express,1771.83,0.076,0,2023-09-14,1
42196,7885,2024-01-04,footwear,upi,express,2354.49,0.392,0,2023-06-30,1
58981,7449,2024-01-04,electronics,upi,express,4348.21,0.109,0,2023-05-16,0
49118,6168,2024-01-04,footwear,card,express,1483.44,0.262,1,2023-08-14,0
50146,3123,2024-01-04,apparel,wallet,standard,708.54,0.214,0,2023-03-24,0
17400,5717,2024-01-04,home,card,standard,1634.41,0.118,0,2022-12-21,1
38173,5755,2024-01-04,apparel,card,express,1356.09,0.695,0,2023-06-30,0
57281,7024,2024-01-04,electronics,cod,standard,8182.62,0.653,0,2023-01-20,0
9102,951,2024-01-04,apparel,cod,express,199.97,0.343,0,2023-06-23,0
27610,3952,2024-01-04,apparel,wallet,standard,4052.98,0.434,0,2023-01-25,0
28763,2027,2024-01-04,accessories,upi,express,639.61,0.215,0,2023-08-09,0
18260,5519,2024-01-04,accessories,netbanking,standard,1640.21,0.278,0,2023-07-13,0
27608,2762,2024-01-04,apparel,upi,express,3448.14,0.124,1,2023-08-26,0
35005,5567,2024-01-04,home,cod,express,4347.2,0.099,0,2023-03-13,1
30059,2387,2024-01-04,apparel,cod,standard,678.6,0.044,0,2023-12-17,0
2012,6643,2024-01-04,home,wallet,standard,6267.53,0.048,0,2023-02-25,0
22557,1733,2024-01-04,electronics,cod,express,2180.51,0.295,0,2023-10-16,0
39165,7416,2024-01-04,electronics,netbanking,standard,5233.04,0.247,0,2023-09-01,0
14609,3825,2024-01-04,footwear,cod,standard,3558.16,0.127,0,2022-12-09,0
39781,4233,2024-01-04,apparel,upi,standard,594.69,0.273,1,2023-08-13,0
41142,6273,2024-01-04,home,upi,standard,3165.33,0.102,0,2023-02-16,0
45635,1925,2024-01-04,apparel,cod,standard,1390.68,0.22,0,2023-07-24,0
24530,6696,2024-01-04,home,card,standard,2533.78,0.369,0,2022-12-02,0
42501,3842,2024-01-04,apparel,upi,standard,1067.32,0.23,0,2023-05-06,0
35392,6467,2024-01-04,electronics,card,standard,9745.08,0.339,0,2023-12-02,0
35217,3632,2024-01-04,electronics,cod,express,3605.36,0.129,0,2023-12-30,0
44699,2869,2024-01-04,electronics,cod,standard,2344.8,0.219,0,2023-10-19,0
43060,6304,2024-01-04,footwear,upi,express,813.49,0.115,0,2023-02-13,0
276,7802,2024-01-04,home,upi,standard,2213.39,0.063,0,2023-09-24,0
18969,29,2024-01-04,home,cod,standard,1913.19,0.28,0,2023-04-05,0
55564,1459,2024-01-04,beauty,upi,standard,788.19,0.037,0,2023-07-07,0
44796,3226,2024-01-04,apparel,cod,standard,1330.64,0.189,0,2023-01-26,0
34377,1161,2024-01-04,beauty,cod,standard,749.0,0.237,0,2023-05-22,0
27399,1415,2024-01-04,home,cod,standard,5681.9,0.29,0,2022-12-21,0
13838,2290,2024-01-04,footwear,cod,standard,4101.06,0.333,0,2023-08-15,0
56407,492,2024-01-04,footwear,card,standard,989.09,0.105,0,2023-06-08,0
29092,5884,2024-01-04,home,netbanking,standard,1906.34,0.483,0,2023-06-29,1
25904,5431,2024-01-04,footwear,card,standard,2540.66,0.254,0,2023-09-23,0
43554,451,2024-01-04,apparel,upi,standard,1589.68,0.421,0,2023-03-21,0
51204,5722,2024-01-04,apparel,wallet,standard,2661.63,0.059,0,2023-05-29,1
7154,1086,2024-01-04,footwear,wallet,standard,2348.98,0.435,0,2023-02-16,1
50673,1664,2024-01-04,accessories,netbanking,standard,1206.3,0.272,0,2023-12-20,0
24083,4454,2024-01-04,footwear,card,standard,792.08,0.653,0,2023-12-18,1
13092,884,2024-01-04,apparel,cod,express,1767.89,0.091,1,2022-12-23,0
23926,2580,2024-01-04,beauty,card,standard,544.66,0.33,0,2022-12-17,0
18828,4014,2024-01-04,toys,card,standard,1676.2,0.414,0,2023-12-05,0
44190,614,2024-01-04,apparel,upi,standard,581.13,0.049,0,2023-02-06,0
1065,3372,2024-01-05,electronics,cod,standard,4385.87,0.212,0,2023-02-17,0
57834,6381,2024-01-05,books,netbanking,standard,456.16,0.092,0,2023-01-04,0
54082,7481,2024-01-05,footwear,upi,standard,1357.76,0.398,0,2022-12-09,0
40778,5346,2024-01-05,home,upi,express,935.4,0.174,0,2022-12-12,1
36273,6126,2024-01-05,home,cod,express,6482.53,0.284,0,2023-01-29,0
47496,2151,2024-01-05,electronics,card,standard,6508.53,0.281,0,2023-06-28,0
135,7916,2024-01-05,electronics,upi,standard,5092.6,0.114,0,2023-04-07,0
54184,4388,2024-01-05,apparel,card,standard,931.51,0.423,1,2023-03-18,0
27786,1321,2024-01-05,apparel,card,standard,640.11,0.35,0,2023-01-14,0
42544,7650,2024-01-05,home,card,standard,5976.0,0.088,0,2023-05-29,0
58893,465,2024-01-05,footwear,cod,standard,3041.15,0.036,0,2023-05-01,0
41327,5277,2024-01-05,apparel,card,standard,7287.17,0.333,0,2023-11-19,0
21736,7252,2024-01-05,electronics,upi,standard,8911.42,0.063,0,2023-07-14,0
10774,900,2024-01-05,home,card,standard,2412.58,0.145,0,2022-12-26,0
