customer_id,signup_date
622,2023-09-13
623,2022-12-29
624,2023-01-18
625,2022-12-25
626,2023-12-07
627,2023-07-12
628,2023-07-02
629,2022-12-31
630,2022-11-27
631,2023-12-03
632,2023-12-09
633,2023-07-02
634,2023-01-19
635,2022-12-08
636,2023-10-26
637,2023-06-26
638,2023-04-07
639,2022-12-01
640,2023-07-12
641,2023-11-13
642,2023-10-27
643,2023-09-15
644,2022-12-17
645,2023-09-25
646,2023-08-26
647,2023-10-28
648,2023-01-25
649,2023-11-06
650,2023-09-09
651,2023-09-28
652,2023-01-30
653,2023-11-04
654,2022-12-05
655,2023-02-24
656,2023-01-28
657,2023-02-27
658,2023-08-04
659,2023-12-02
660,2023-12-26
661,2023-01-09
662,2023-12-20
663,2023-01-09
664,2023-09-21
665,2023-02-08
666,2023-10-22
667,2023-04-15
668,2023-11-11
669,2023-07-01
670,2023-06-26
671,2023-05-22
672,2023-02-26
673,2023-06-21
674,2023-08-18
675,2023-01-22
676,2023-01-22
677,2023-05-16
678,2023-10-25
679,2023-04-17
680,2023-05-10
681,2023-12-15
682,2023-03-13
683,2023-04-22
684,2023-10-30
685,2023-06-22
686,2023-01-10
687,2023-02-20
688,2023-12-21
689,2023-10-17
690,2023-12-12
691,2023-06-07
692,2023-07-28
693,2023-01-21
694,2023-09-07
695,2023-07-12
696,2022-12-11
697,2023-10-31
698,2023-05-20
699,2023-12-29
700,2023-11-15
701,2023-05-14
702,2022-12-01
703,2023-01-24
704,2023-03-23
705,2023-03-26
706,2023-04-17
707,2023-12-14
708,2023-08-24
709,2023-02-11
710,2023-09-04
711,2022-12-19
712,2022-12-23
713,2023-08-11
714,2023-02-22
715,2023-05-20
716,2023-10-23
717,2023-05-01
718,2023-02-11
719,2023-12-31
720,2023-03-21
721,2023-08-17
722,2023-01-30
723,2023-01-30
724,2023-09-24
725,2023-11-21
726,2022-12-07
727,2023-12-22
728,2023-03-27
729,2023-12-26
730,2023-06-27
731,2023-09-29
732,2022-11-29
733,2023-01-29
734,2023-12-13
735,2023-01-31
736,2023-11-09
737,2023-01-13
738,2023-08-12
739,2023-04-24
740,2023-05-21
741,2023-09-07
742,2023-01-28
743,2023-04-13
744,2023-07-06
745,2023-04-20
746,2023-03-02
747,2022-12-14
748,2023-08-09
749,2022-12-21
750,2023-01-24
751,2023-03-02
752,2023-09-09
753,2023-01-14
754,2023-04-05
755,2022-12-26
756,2023-06-15
757,2023-02-07
758,2023-01-30
759,2023-04-04
760,2023-03-09
761,2022-12-16
762,2023-05-26
763,2023-06-16
764,2023-05-29
765,2023-05-22
766,2023-12-31
767,2023-03-16
768,2023-04-10
769,2023-06-19
770,2022-12-30
771,2023-12-27
772,2023-06-24
773,2023-09-01
774,2023-04-04
775,2023-08-30
776,2023-11-13
777,2023-07-16
778,2023-02-19
779,2023-08-27
780,2023-11-04
781,2023-08-31
782,2023-08-19
783,2023-05-31
784,2023-02-10
785,2023-09-10
786,2023-05-08
787,2023-02-27
788,2023-06-11
789,2022-12-05
790,2023-06-23
791,2023-07-03
792,2023-05-04
793,2023-09-04
794,2023-07-18
795,2023-04-22
796,2023-09-09
797,2023-01-12
798,2023-06-17
799,2023-01-22
800,2023-07-25
801,2022-12-04
802,2023-11-05
803,2022-12-09
804,2023-06-14
805,2023-08-20
806,2023-05-12
807,2023-02-21
808,2023-03-06
809,2023-10-30
810,2023-01-18
811,2023-09-07
812,2023-03-23
813,2022-12-01
814,2023-05-08
815,2023-01-03
816,2023-09-28
817,2023-09-30
818,2023-02-21
819,2023-10-02
820,2023-09-03
821,2023-08-24
822,2022-12-28
823,2023-01-17
824,2023-01-29
825,2023-10-20
826,2023-04-06
827,2023-06-26
828,2023-06-02
829,2023-12-31
830,2023-02-07
831,2023-10-04
832,2023-01-10
833,2023-12-23
834,2023-07-11
835,2023-03-12
836,2023-05-10
837,2023-09-14
838,2023-05-12
839,2022-12-24
840,2023-03-30
841,2023-11-28
842,2023-04-24
843,2023-06-11
844,2023-02-08
845,2022-12-07
846,2023-03-15
847,2023-11-09
848,2023-07-01
849,2023-04-26
850,2023-06-23
851,2023-10-18
852,2023-11-24
853,2023-04-03
854,2023-10-26
855,2023-10-13
856,2022-11-29
857,2023-11-19
858,2023-02-26
859,2023-09-29
860,2023-11-17
861,2023-07-14
862,2023-04-01
863,2023-11-04
864,2023-06-06
865,2023-09-30
866,2023-08-23
867,2023-04-04
868,2023-07-02
869,2023-02-15
870,2022-11-28
871,2023-08-29
872,2023-02-17
873,2023-06-22
874,2023-01-06
875,2023-08-15
876,2023-02-02
877,2023-03-06
878,2023-01-24
879,2023-11-28
880,2023-08-03
881,2023-08-20
882,2023-05-08
883,2023-11-05
884,2022-12-23
885,2023-05-11
886,2022-12-29
887,2023-09-01
888,2023-12-12
889,2023-09-29
890,2023-01-27
891,2023-10-08
892,2023-03-08
893,2023-04-15
894,2023-07-14
895,2023-05-27
896,2023-02-09
897,2023-06-26
898,2023-02-14
899,2023-09-10
900,2022-12-26
901,2023-10-17
902,2023-12-24
903,2023-09-21
904,2023-07-27
905,2023-05-22
906,2023-06-26
907,2023-06-19
908,2023-11-17
909,2023-01-17
910,2023-07-22
911,2023-07-04
912,2023-03-12
913,2023-05-11
914,2023-06-03
915,2022-12-10
916,2023-06-06
917,2023-02-03
918,2023-05-05
919,2023-03-18
920,2023-09-24
921,2023-12-16
922,2023-01-09
923,2023-03-09
924,2023-01-29
925,2023-06-08
926,2023-04-24
927,2023-05-28
928,2022-12-25
929,2023-11-10
930,2023-12-26
931,2023-11-26
932,2023-06-13
933,2023-08-20
934,2022-12-17
935,2023-07-29
936,2023-07-28
937,2023-09-16
938,2023-10-05
939,2022-11-27
940,2023-05-09
941,2023-06-09
942,2023-06-07
943,2023-07-04
944,2023-09-03
945,2023-07-19
946,2023-02-28
947,2023-08-19
948,2023-07-24
949,2023-02-14
950,2023-08-06
951,2023-06-23
952,2023-10-14
953,2023-05-02
954,2023-11-18
955,2023-06-29
956,2023-12-08
957,2023-01-06
958,2023-01-16
959,2023-02-22
960,2023-10-19
961,2023-06-17
962,2023-08-24
963,2022-12-04
964,2023-04-24
965,2023-04-17
966,2023-12-01
967,2023-01-07
968,2023-11-06
969,2023-04-23
970,2023-10-02
971,2023-03-23
972,2022-12-19
973,2023-08-25
974,2023-02-05
975,2023-01-25
976,2023-11-29
977,2023-02-25
978,2023-12-24
979,2023-04-15
980,2023-03-17
981,2023-05-27
982,2023-03-17
983,2023-12-02
984,2023-07-29
985,2023-09-20
986,2022-12-27
987,2023-03-02
988,2023-07-23
989,2023-06-09
990,2023-12-19
991,2023-09-12
992,2023-03-25
993,2023-05-27
994,2023-09-20
995,2023-05-09
996,2023-06-24
997,2023-10-12
998,2023-03-21
999,2023-01-05
1000,2023-05-10
1001,2023-02-22
1002,2023-07-05
1003,2023-11-03
1004,2023-09-27
1005,2023-09-14
1006,2023-07-01
1007,2023-11-17
1008,2023-12-02
1009,2023-09-26
1010,2023-01-12
1011,2023-03-26
1012,2023-12-15
1013,2022-12-26
1014,2023-07-05
1015,2023-08-09
1016,2023-05-02
1017,2023-09-04
1018,2022-12-27
1019,2023-02-22
1020,2023-03-25
1021,2023-02-03
1022,2023-05-21
1023,2023-06-02
1024,2023-12-06
1025,2023-06-09
1026,2023-09-25
1027,2023-01-01
1028,2022-12-20
1029,2023-05-03
1030,2023-04-07
1031,2023-12-01
1032,2023-06-11
1033,2023-06-09
1034,2023-11-02
1035,2023-11-08
1036,2023-10-03
1037,2023-05-21
1038,2023-02-21
1039,2022-12-11
1040,2022-12-17
1041,2023-10-19
1042,2023-01-18
1043,2023-05-11
1044,2023-06-16
1045,2023-07-07
1046,2023-01-01
1047,2023-06-24
1048,2023-03-06
1049,2023-04-12
1050,2023-10-21
1051,2023-05-30
1052,2023-05-06
1053,2022-12-03
1054,2023-12-30
1055,2023-07-22
1056,2023-09-25
1057,2023-05-19
1058,2023-03-12
1059,2023-03-16
1060,2022-11-30
1061,2023-11-17
1062,2023-06-25
1063,2023-04-17
1064,2023-09-05
1065,2023-01-17
1066,2023-06-02
1067,2023-05-20
1068,2023-11-24
1069,2023-10-12
1070,2023-09-30
1071,2023-03-10
1072,2023-06-23
1073,2023-12-24
1074,2022-12-04
1075,2023-08-14
1076,2023-04-11
1077,2023-09-19
1078,2023-06-12
1079,2023-09-03
1080,2023-03-07
1081,2023-11-14
1082,2023-10-28
1083,2023-08-09
1084,2023-05-15
1085,2023-01-26
1086,2023-02-16
1087,2023-05-05
1088,2023-10-04
1089,2023-12-10
1090,2023-07-28
1091,2023-12-07
1092,2023-02-13
1093,2023-09-20
1094,2023-06-28
1095,2023-01-22
1096,2023-08-31
1097,2023-11-23
1098,2023-05-25
1099,2023-03-09
1100,2023-03-27
1101,2023-07-25
1102,2023-08-29
1103,2023-02-21
1104,2023-08-28
1105,2023-09-21
1106,2022-12-03
1107,2023-04-29
1108,2023-02-28
1109,2023-10-10
1110,2023-08-12
1111,2023-06-28
1112,2023-02-24
1113,2023-06-07
1114,2023-12-17
1115,2023-12-29
1116,2023-01-31
1117,2023-06-08
1118,2023-09-22
1119,2023-03-26
1120,2023-12-31
1121,2023-06-01
1122,2023-04-14
1123,2023-12-08
1124,2023-07-26
1125,2022-12-21
1126,2023-01-08
1127,2023-12-24
1128,2023-08-02
1129,2023-11-09
1130,2023-12-27
1131,2023-09-20
1132,2023-12-21
1133,2023-12-13
1134,2023-05-10
1135,2023-08-09
1136,2023-10-21
1137,2023-12-11
1138,2023-10-23
1139,2023-10-15
1140,2023-04-06
1141,2023-05-17
1142,2023-10-22
1143,2023-01-16
1144,2023-01-30
1145,2023-10-08
1146,2023-12-23
1147,2023-05-13
1148,2023-11-07
1149,2023-04-18
1150,2023-06-19
1151,2023-12-21
1152,2023-04-30
1153,2023-11-15
1154,2023-12-10
1155,2023-09-18
1156,2022-12-25
1157,2023-12-16
1158,2023-06-14
1159,2023-03-22
1160,2023-06-09
1161,2023-05-22
1162,2023-04-28
1163,2023-08-25
1164,2023-01-11
1165,2023-08-07
1166,2023-03-07
1167,2023-10-09
1168,2023-12-25
1169,2023-06-04
1170,2023-10-16
1171,2023-04-04
1172,2023-10-28
1173,2023-06-28
1174,2023-06-18
1175,2023-01-06
1176,2023-08-18
1177,2023-10-09
1178,2023-06-17
1179,2023-01-29
1180,2023-08-24
1181,2023-08-04
1182,2023-11-07
1183,2023-12-14
1184,2023-03-04
1185,2023-03-23
1186,2023-12-12
1187,2023-01-13
1188,2023-11-27
1189,2023-01-27
1190,2023-05-13
1191,2023-01-21
1192,2023-12-22
1193,2023-06-15
1194,2023-11-15
1195,2022-12-09
1196,2022-12-13
1197,2023-06-27
1198,2022-12-13
1199,2023-07-02
1200,2023-09-05
1201,2023-06-10
1202,2023-10-06
1203,2023-01-06
1204,2023-03-06
1205,2023-01-30
1206,2023-06-14
1207,2023-05-04
1208,2023-06-30
1209,2023-01-27
1210,2023-05-24
1211,2023-09-29
1212,2022-12-24
1213,2023-10-07
1214,2023-02-22
1215,2023-11-09
1216,2023-10-18
1217,2023-05-24
1218,2022-12-26
1219,2023-04-30
1220,2023-08-02
1221,2023-04-11
1222,2023-08-07
1223,2023-10-22
1224,2023-12-14
1225,2023-05-05
1226,2023-12-26
1227,2023-03-06
1228,2023-12-10
1229,2023-01-23
1230,2023-07-01
1231,2023-08-23
1232,2022-12-13
1233,2023-05-23
1234,2023-03-17
1235,2023-10-19
1236,2023-06-05
1237,2023-01-07
1238,2022-12-12
1239,2022-12-06
1240,2022-12-11
1241,2023-06-08
1242,2023-04-05
1243,2023-02-18
1244,2023-04-30
1245,2023-05-20
1246,2023-07-17
1247,2023-06-14
1248,2023-12-05
1249,2023-04-25
1250,2023-05-02
1251,2023-05-10
1252,2022-12-16
1253,2023-09-22
1254,2023-07-01
1255,2023-05-05
1256,2023-04-19
1257,2023-06-22
1258,2023-11-22
1259,2023-05-05
1260,2023-05-18
1261,2023-01-19
1262,2023-04-04
1263,2023-09-22
1264,2023-09-12
1265,2023-10-15
1266,2023-06-12
1267,2023-11-22
1268,2023-07-07
1269,2023-01-18
1270,2023-01-26
1271,2023-06-13
1272,2023-04-26
1273,2023-01-08
1274,2022-12-15
1275,2023-08-01
1276,2023-09-24
1277,2023-02-23
1278,2023-03-05
1279,2023-06-28
1280,2023-01-14
1281,2023-10-28
1282,2023-07-20
1283,2023-04-20
1284,2023-07-16
1285,2023-01-31
1286,2023-04-02
1287,2023-06-27
1288,2023-12-16
1289,2023-10-30
1290,2023-08-08
1291,2023-04-10
1292,2023-12-02
1293,2023-01-17
1294,2023-03-27
1295,2023-05-17
1296,2023-07-05
1297,2023-08-23
1298,2023-05-11
1299,2023-12-09
1300,2023-05-11
1301,2023-08-05
1302,2022-12-16
1303,2023-01-28
1304,2023-02-22
1305,2022-11-27
1306,2023-11-09
1307,2023-08-03
1308,2023-11-01
1309,2023-04-09
1310,2023-01-08
1311,2023-04-07
1312,2022-12-04
1313,2023-03-28
1314,2023-01-06
1315,2023-02-20
1316,2023-08-09
1317,2023-12-16
1318,2023-03-02
1319,2023-12-25
1320,2023-09-28
1321,2023-01-14
1322,2022-11-29
1323,2023-01-11
1324,2023-09-09
1325,2023-08-22
1326,2023-11-16
1327,2023-06-25
1328,2022-12-14
1329,2023-12-31
1330,2023-11-08
1331,2023-09-09
1332,2023-11-29
1333,2023-03-18
1334,2023-06-29
1335,2023-06-27
1336,2023-03-20
1337,2023-12-30
1338,2023-07-10
1339,2023-11-29
1340,2023-03-31
1341,2023-06-13
1342,2023-12-05
1343,2023-02-06
1344,2023-07-02
1345,2023-10-11
1346,2023-10-12
1347,2023-09-23
1348,2023-07-28
1349,2022-11-29
1350,2023-03-22
1351,2023-10-11
1352,2023-06-15
1353,2023-04-19
1354,2023-11-13
1355,2023-04-13
1356,2023-04-29
1357,2023-05-07
1358,2023-04-12
1359,2023-06-17
1360,2023-12-14
1361,2023-12-30
1362,2023-04-09
1363,2023-04-23
1364,2023-11-05
1365,2023-07-15
1366,2023-02-06
1367,2023-07-04
1368,2023-10-09
1369,2023-05-07
1370,2023-07-31
1371,2023-10-02
1372,2023-01-14
1373,2023-12-21
1374,2022-12-22
1375,2023-01-11
1376,2023-03-26
1377,2022-12-04
1378,2023-08-16
1379,2023-06-25
1380,2023-04-20
1381,2023-12-26
1382,2023-03-15
1383,2023-11-13
1384,2023-07-17
1385,2023-08-31
1386,2023-12-13
1387,2023-03-08
1388,2023-01-14
1389,2023-10-10
1390,2023-08-11
1391,2023-02-13
1392,2023-11-26
1393,2023-09-10
1394,2023-07-01
1395,2023-01-18
1396,2023-12-17
1397,2023-06-25
1398,2023-07-24
1399,2022-12-07
1400,2023-08-23
1401,2023-10-27
1402,2023-10-09
1403,2023-04-26
1404,2023-02-14
1405,2023-05-23
1406,2023-07-09
1407,2023-03-14
1408,2023-07-30
1409,2023-12-01
1410,2023-01-14
1411,2023-03-05
1412,2023-05-28
1413,2023-02-04
1414,2023-10-01
1415,2022-12-21
1416,2022-12-13
1417,2023-04-17
1418,2023-05-11
1419,2023-09-05
1420,2023-01-24
1421,2023-10-06
1422,2023-02-05
1423,2023-12-11
1424,2023-06-20
1425,2023-09-29
1426,2022-12-08
1427,2023-09-09
1428,2023-05-15
1429,2023-06-15
1430,2022-12-07
1431,2023-08-02
1432,2023-12-02
1433,2023-12-30
1434,2023-11-15
1435,2023-09-10
1436,2023-02-19
1437,2023-04-23
1438,2022-12-23
1439,2023-02-24
1440,2023-03-07
1441,2023-08-20
1442,2022-12-08
1443,2023-12-03
1444,2023-09-16
1445,2023-08-22
1446,2023-07-14
1447,2023-03-08
1448,2023-07-02
1449,2023-08-09
1450,2023-11-02
1451,2023-08-27
1452,2023-10-16
1453,2023-05-28
1454,2023-05-09
1455,2023-10-05
1456,2023-07-29
1457,2023-05-03
1458,2023-05-22
1459,2023-07-07
1460,2023-08-03
1461,2023-04-20
1462,2023-01-26
1463,2023-11-21
1464,2023-03-27
1465,2023-01-30
1466,2023-03-07
1467,2023-11-09
1468,2023-02-01
1469,2023-09-01
1470,2023-05-11
1471,2023-07-27
1472,2023-09-13
1473,2023-02-23
1474,2023-05-04
1475,2023-10-09
1476,2023-12-25
1477,2023-11-03
1478,2023-03-27
1479,2023-03-01
1480,2023-12-11
1481,2023-08-28
1482,2023-02-12
1483,2023-08-12
1484,2023-04-04
1485,2023-01-28
1486,2023-01-31
1487,2023-04-27
1488,2023-03-02
1489,2023-10-07
1490,2023-01-28
1491,2023-02-09
1492,2023-08-03
1493,2023-05-19
1494,2023-02-15
1495,2022-12-24
1496,2022-12-31
1497,2023-03-23
